1.000000000000000000e+00	-3.677631135193470402e-01	8.243586572835398529e-01	-2.172133911909526205e-01	6.152618207163252917e-01	-1.084830361760010659e-01	3.978011106864222102e-01	1.697506576432764383e-02	1.552487802684533735e-01	1.089776738539020295e-01	-9.566742361220405277e-02	1.591609146300335120e-01	-3.465836274928614791e-01	2.009802819434764187e-01	-6.225914517615845911e-01	2.009802819434764187e-01	-8.484160352541763039e-01	1.675247880927220878e-01	-9.906018841198821478e-01	2.533893922701622309e-02	-8.985992760303077587e-01	-1.921217708028868654e-01	-6.727746925377161569e-01	-2.924882523551498581e-01	-4.385862355824358683e-01	-3.426714931312813128e-01	-1.793061582390898523e-01	-3.593992400566584644e-01	-3.664815522629668795e-03	-1.921217708028868654e-01	1.217932864176990426e-01	-2.484430154911525940e-02	2.556152618207163107e-01	1.675247880927220878e-01	4.061649841491107860e-01	3.264383838838051388e-01	6.487173145670795948e-01	3.682577511972480178e-01	8.410864042089170045e-01	2.427996492569193254e-01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.903676956720745439e-01	-3.341300920510604233e-01	6.389665869907950047e-01	-1.943752224991100730e-01	4.293342826628694930e-01	-1.128515485938057089e-01	2.313482174642731704e-01	-5.462035294715972961e-02	4.500839139500606434e-02	-8.035396429842954838e-03	-1.879163911915778251e-01	1.525708182881543515e-02	-4.091949346488324979e-01	1.525708182881543515e-02	-6.188272389767580650e-01	1.525708182881543515e-02	-7.702283476580374932e-01	-5.462035294715972961e-02	-7.818745867873667654e-01	-2.526064181457560176e-01	-6.071809998474287928e-01	-3.341300920510604233e-01	-4.091949346488324979e-01	-2.758988964044144510e-01	-2.461475868382237975e-01	-1.361440268524641006e-01	-7.145399989828588039e-02	-3.132787468850134482e-02	6.830086965366445606e-02	7.348827747546141098e-02	2.546406957229315760e-01	2.015969078980825446e-01	4.060418044042110597e-01	3.180592991913744894e-01	5.690891522148198156e-01	4.112292122260080562e-01	7.787214565427452717e-01	4.345216904846664341e-01	1.000000000000000000e+00	4.345216904846664341e-01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	-4.196523147859679281e-01	8.330425571686709274e-01	-3.252850644899993315e-01	6.660851143373418548e-01	-1.946227179263505247e-01	4.918686522524767790e-01	-9.299644837684588328e-02	3.394292479282198238e-01	-5.888217334413337577e-03	1.652127858433547480e-01	9.573805221509129604e-02	-9.003676241510345096e-03	1.683282447504517443e-01	-2.049971960869835796e-01	2.118823602716680410e-01	-4.082497351859928347e-01	1.973643217645959513e-01	-5.243940432425695519e-01	6.670197520094711674e-02	-6.260203127920742627e-01	-8.573742912330983845e-02	-5.534301202567137867e-01	-2.381768334475667936e-01	-3.501775811577044761e-01	-2.599538912081749142e-01	-1.759611190728394003e-01	-2.018817371798865834e-01	-1.744656987974299404e-03	-1.075144868839179729e-01	1.652127858433547480e-01	1.588884042619479950e-02	3.249112094211477619e-01	1.175151099756994444e-01	4.700915944918686584e-01	2.336594180322761616e-01	6.225309988161256136e-01	3.788398031029970858e-01	7.459343261262384450e-01	5.095021496666458649e-01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	-2.737608739631803290e-01	8.098320857778676940e-01	-1.596601254299009343e-01	6.291725672668420088e-01	-7.408456402994138823e-02	4.199878616224964611e-01	1.982601658911536946e-03	2.108031559781509134e-01	4.001618450333799953e-02	-1.739834108840787250e-02	5.903297592555122736e-02	-2.551082338660732862e-01	7.804976734776446212e-02	-4.547845437993122131e-01	7.804976734776446212e-02	-6.829860408658710025e-01	1.065749544810843108e-01	-8.351203722435768251e-01	2.099939308112476824e-02	-7.210196237102973749e-01	-1.501517297187943134e-01	-5.403601051992716897e-01	-2.547440825409670873e-01	-3.501921909771394392e-01	-3.117944568076067569e-01	-1.695326724661137263e-01	-1.976937082743273899e-01	1.618450333805358365e-03	-7.408456402994138823e-02	1.917863645559376717e-01	3.050778879223138562e-02	3.534290916447501152e-01	1.636253287477240081e-01	5.435970058668824212e-01	2.682176815698967820e-01	7.052397329556948646e-01	3.728100343920695559e-01	8.763908557556140400e-01	4.678939915031357089e-01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.351949809324641261e-01	8.017591339648173498e-01	2.162935170377661420e-01	5.854963710173453073e-01	2.162935170377661420e-01	3.241788657891499503e-01	2.162935170377661420e-01	1.259379997539672447e-01	2.162935170377661420e-01	-7.230286628121543324e-02	1.442059293886087945e-01	-2.705437323163981111e-01	4.508549637101746249e-02	-4.417517529831467837e-01	-6.304588510271855184e-02	-6.039488251937508156e-01	-1.982101119448885507e-01	-7.030692582113421407e-01	-3.874400295239265879e-01	-5.769159798253168381e-01	-4.865604625415179130e-01	-3.696641653339894917e-01	-4.415057202607945985e-01	-1.984561446672407914e-01	-3.333743387870585773e-01	-6.329191782507076480e-02	-1.801882150325992138e-01	4.483946364866524259e-02	-1.799114282199521311e-02	1.709927420346905869e-01	1.532168778447534629e-01	2.701131750522819397e-01	3.244248985115021355e-01	3.872555049821626016e-01	4.776110222659615268e-01	5.134087833681879598e-01	6.488190429327101993e-01	6.395620617542132624e-01	8.110161151433141757e-01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
-4.919791287465113405e-01	1.000000000000000000e+00	-5.247906807426282461e-01	7.703191360271811616e-01	-5.411964567406868376e-01	5.816527120495085246e-01	-5.411964567406868376e-01	3.765805120737774625e-01	-5.247906807426282461e-01	1.633054240990171324e-01	-4.509646887513650837e-01	-2.536099987865547689e-02	-3.607329207620434408e-01	-2.058245358572988459e-01	-2.540953767746632619e-01	-3.862880718359422150e-01	-1.474578327872830830e-01	-5.585487198155563160e-01	-8.008736803785939523e-03	-6.815920398009950310e-01	1.478461351777697053e-01	-6.241718238077902381e-01	3.037010071593252980e-01	-5.011285038223516342e-01	4.185414391457347172e-01	-3.452736318407959581e-01	3.611212231525300353e-01	-1.812158718602110974e-01	2.134692391700036551e-01	-1.402014318650648961e-01	3.365125591554423146e-01	-3.356388787768471715e-02	4.021356631476762367e-01	1.468996481009586519e-01	2.626865671641790967e-01	2.617400800873680433e-01	6.581725518747726100e-02	3.027545200825143001e-01	-1.228491687901953483e-01	2.863487440844557641e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
-1.449615262991462428e-01	1.000000000000000000e+00	-1.879150416359228748e-01	7.938231263834721885e-01	-2.394592600400548554e-01	6.305997681037208702e-01	-2.824127753768314597e-01	4.244228944871930587e-01	-2.995941815115421569e-01	2.526088331400865306e-01	-2.995941815115421569e-01	3.784125645620331491e-02	-2.995941815115421569e-01	-1.683356171603245521e-01	-2.566406661747654971e-01	-3.401496785074311080e-01	-1.707336355012122331e-01	-5.119637398545376916e-01	-1.610098028881632587e-02	-5.720986613260249376e-01	1.385316749235795675e-01	-4.861916306524716735e-01	2.502108147991988218e-01	-3.487403815747864289e-01	2.931643301359754816e-01	-1.683356171603245521e-01	1.127595657215135910e-01	-1.339728048909032410e-01	-7.510277221460999811e-03	-9.101928955412659505e-02	1.728944871930008786e-01	-5.665647728470528388e-02	2.673922209339094636e-01	8.938547486033528167e-02	1.986665963950668690e-01	2.526088331400865306e-01	1.826183198060498183e-02	3.299251607462844738e-01	-1.707336355012122331e-01	3.471065668809951155e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
-2.945469085819960586e-01	1.000000000000000000e+00	-3.417803768680959253e-01	7.953216374269006517e-01	-3.496526215824459216e-01	5.827710301394511960e-01	-3.496526215824459216e-01	3.859649122807017885e-01	-3.260358874393959883e-01	1.891587944219523809e-01	-2.945469085819960586e-01	-2.339181286549699146e-02	-2.315689508671962549e-01	-2.044534412955464620e-01	-1.528465037236964863e-01	-3.855150697255959047e-01	-5.837956715149676679e-02	-5.508322087269454936e-01	5.183185884940291061e-02	-6.610436347278451086e-01	1.935322637077024899e-01	-5.272154745838955048e-01	2.643824661368522899e-01	-3.618983355825459713e-01	2.879992002799022233e-01	-1.729644624381465601e-01	1.384265507072526546e-01	-1.021142600089967600e-01	2.821512470635298073e-02	-9.424201529464677762e-02	1.856600189933525213e-01	-1.551956815114701425e-02	2.250212425651023918e-01	1.576698155645524790e-01	9.906532713550277036e-02	2.757534862798021180e-01	-8.199630129454670013e-02	3.544759334233019143e-01	-2.551856850102461882e-01	4.095816464237517218e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
-2.329563350035791236e-01	1.000000000000000000e+00	-2.578668575518969219e-01	8.090193271295633703e-01	-2.827773801002147480e-01	6.097351467430207617e-01	-3.159914101646385531e-01	4.187544738725840210e-01	-3.159914101646385531e-01	2.194702934860414123e-01	-3.159914101646385531e-01	1.188260558339285580e-02	-3.159914101646385531e-01	-1.790980672870438051e-01	-3.159914101646385531e-01	-3.451682176091626642e-01	-3.159914101646385531e-01	-5.444523979957053283e-01	-1.582247673586256453e-01	-6.025769506084468485e-01	-4.581245526127277878e-04	-5.527559055118111964e-01	1.490050107372942467e-01	-4.198997852541161424e-01	2.403435934144595998e-01	-2.787401574803151094e-01	2.652541159627774259e-01	-1.043664996420903407e-01	1.323979957050823442e-01	-2.133142448103091462e-02	8.257695060844669199e-02	3.579098067286914063e-03	2.486471009305655511e-01	7.000715819613445579e-02	2.735576234788833494e-01	2.360773085182532871e-01	1.323979957050823442e-01	3.191123836793127166e-01	-5.027916964924838278e-02	3.440229062276305427e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
-3.363883797144918697e-01	1.000000000000000000e+00	-4.005443537188244640e-01	7.617063822696217290e-01	-4.280397711492527346e-01	5.325779036827196222e-01	-4.280397711492527346e-01	2.851191468088652980e-01	-4.280397711492527346e-01	3.766038993501095999e-02	-4.005443537188244640e-01	-1.823029495084151075e-01	-3.363883797144918697e-01	-3.931011498083650801e-01	-2.080764317058266533e-01	-5.672387935344107568e-01	-6.443370549352755473e-03	-6.772204632561237281e-01	1.768594123201689683e-01	-6.038993501083150806e-01	2.868410820418820228e-01	-4.114314280953172420e-01	3.143364994723102379e-01	-1.914680886518911884e-01	1.401988557462646168e-01	-8.148641893017816162e-02	-9.809476198411361259e-02	-6.315614064322598586e-02	1.127034383158363601e-01	-8.165305782369470730e-03	3.326667777592624553e-01	4.682552907848704787e-02	3.693273343331667791e-01	2.301283119480087569e-01	2.135199688940733198e-01	3.676053991001500543e-01	1.188690773759941768e-02	4.500916513914348105e-01	-1.805810142753983827e-01	3.951008165305783248e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
